"No.","Time","Length","Info"
"2711","21.101050","148","Application Data"
"2712","21.112443","115","Application Data"
"2713","21.129278","115","Application Data"
"2714","21.147921","74","443  >  56494 [ACK] Seq=103382 Ack=31345 Win=8 Len=0"
"2715","21.147921","163","Application Data"
"2716","21.148283","115","Application Data"
"2717","21.170603","74","443  >  56494 [ACK] Seq=103471 Ack=31427 Win=8 Len=0"
"2718","21.181585","115","Application Data"
"2719","21.185641","155","Application Data"
"2720","21.185641","363","Application Data"
"2721","21.185769","74","56494  >  443 [ACK] Seq=31509 Ack=103841 Win=515 Len=0"
"2722","21.214684","115","Application Data"
"2723","21.222347","150","Application Data"
"2724","21.232651","115","Application Data"
"2725","21.246226","115","Application Data"
"2726","21.263905","115","Application Data"
"2727","21.270031","144","Application Data"
"2728","21.282815","115","Application Data"
"2729","21.290115","74","443  >  56494 [ACK] Seq=103987 Ack=31632 Win=8 Len=0"
"2730","21.298481","115","Application Data"
"2731","21.303038","144","Application Data"
"2732","21.310776","138","Application Data"
"2733","21.310878","74","56494  >  443 [ACK] Seq=31755 Ack=104121 Win=514 Len=0"
"2734","21.315256","115","Application Data"
"2735","21.331230","115","Application Data"
"2736","21.343655","74","443  >  56494 [ACK] Seq=104121 Ack=31755 Win=8 Len=0"
"2737","21.348343","148","Application Data"
"2738","21.348841","115","Application Data"
"2740","21.369652","74","443  >  56494 [ACK] Seq=104195 Ack=31837 Win=8 Len=0"
"2741","21.381704","115","Application Data"
"2742","21.386910","144","Application Data"
"2743","21.398185","115","Application Data"
"2744","21.402626","1176","Application Data"
"2745","21.402626","363","Application Data"
"2746","21.402626","86","[TCP Retransmission] 443  >  56487 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=256"
"2747","21.402626","86","[TCP Retransmission] 443  >  56484 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=256"
"2748","21.402746","74","56494  >  443 [ACK] Seq=31960 Ack=105656 Win=515 Len=0"
"2749","21.413354","115","Application Data"
"2750","21.428058","148","Application Data"
"2751","21.431763","115","Application Data"
"2752","21.448266","115","Application Data"
"2753","21.452050","74","443  >  56494 [ACK] Seq=105730 Ack=32001 Win=8 Len=0"
"2754","21.462281","169","Application Data"
"2755","21.464068","115","Application Data"
"2756","21.480440","115","Application Data"
"2757","21.492266","74","443  >  56494 [ACK] Seq=105825 Ack=32083 Win=8 Len=0"
"2758","21.497049","115","Application Data"
"2759","21.504336","144","Application Data"
"2760","21.514073","115","Application Data"
"2761","21.516298","74","443  >  56494 [ACK] Seq=105895 Ack=32165 Win=8 Len=0"
"2762","21.532153","115","Application Data"
"2763","21.547689","115","Application Data"
"2764","21.549749","144","Application Data"
"2765","21.549749","138","Application Data"
"2766","21.549926","74","56494  >  443 [ACK] Seq=32329 Ack=106029 Win=513 Len=0"
"2767","21.563478","115","Application Data"
"2768","21.565676","74","443  >  56494 [ACK] Seq=106029 Ack=32288 Win=8 Len=0"
"2769","21.582252","115","Application Data"
"2770","21.587750","144","Application Data"
"2771","21.597192","115","Application Data"
"2772","21.606807","363","Application Data"
"2773","21.613996","115","Application Data"
"2774","21.616550","74","443  >  56494 [ACK] Seq=106388 Ack=32411 Win=8 Len=0"
"2775","21.616550","144","Application Data"
"2776","21.630437","115","Application Data"
"2777","21.646565","115","Application Data"
"2778","21.661357","74","443  >  56494 [ACK] Seq=106458 Ack=32493 Win=7 Len=0"
"2779","21.661357","144","Application Data"
"2780","21.663775","115","Application Data"
"2781","21.680638","115","Application Data"
"2782","21.687129","86","[TCP Retransmission] 443  >  56486 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=256"
"2783","21.687129","74","443  >  56494 [ACK] Seq=106528 Ack=32575 Win=8 Len=0"
"2784","21.696729","115","Application Data"
"2785","21.705862","144","Application Data"
"2786","21.705862","99","Application Data"
"2787","21.705960","74","56494  >  443 [ACK] Seq=32698 Ack=106623 Win=511 Len=0"
"2788","21.712742","115","Application Data"
"2789","21.729390","115","Application Data"
"2790","21.736627","74","443  >  56494 [ACK] Seq=106623 Ack=32698 Win=8 Len=0"
"2791","21.746335","115","Application Data"
"2792","21.748444","167","Application Data"
"2793","21.764860","115","Application Data"
"2794","21.767797","74","443  >  56494 [ACK] Seq=106716 Ack=32780 Win=8 Len=0"
"2795","21.780504","115","Application Data"
"2796","21.788950","194","Application Data"
"2797","21.797643","115","Application Data"
"2798","21.799838","138","Application Data"
"2799","21.799838","363","Application Data"
"2800","21.800003","74","56494  >  443 [ACK] Seq=32944 Ack=107189 Win=515 Len=0"
"2801","21.811627","74","443  >  56494 [ACK] Seq=107189 Ack=32903 Win=8 Len=0"
"2802","21.818372","115","Application Data"
"2803","21.822772","144","Application Data"
"2804","21.847253","115","Application Data"
"2805","21.856831","74","443  >  56494 [ACK] Seq=107259 Ack=32985 Win=7 Len=0"
"2806","21.864243","115","Application Data"
"2807","21.867602","148","Application Data"
"2808","21.877115","86","[TCP Retransmission] 443  >  56483 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=256"
"2809","21.883077","115","Application Data"
"2810","21.898981","115","Application Data"
"2811","21.901396","144","Application Data"
"2812","21.914535","115","Application Data"
"2813","21.926260","74","443  >  56494 [ACK] Seq=107403 Ack=33108 Win=8 Len=0"
"2814","21.932228","115","Application Data"
"2815","21.948394","115","Application Data"
"2816","21.954917","182","Application Data"
"2817","21.965054","115","Application Data"
"2818","21.967075","74","443  >  56494 [ACK] Seq=107511 Ack=33231 Win=8 Len=0"
"2819","21.982134","115","Application Data"
"2820","21.987757","185","Application Data"
"2821","21.987757","363","Application Data"
"2822","21.987920","74","56494  >  443 [ACK] Seq=33354 Ack=107911 Win=512 Len=0"
"2823","21.998581","115","Application Data"
"2824","22.013991","115","Application Data"
"2825","22.015949","74","443  >  56494 [ACK] Seq=107911 Ack=33354 Win=8 Len=0"
"2826","22.016931","175","Application Data"
"2827","22.031494","115","Application Data"
"2828","22.031907","138","Application Data"
"2829","22.047560","115","Application Data"
"2830","22.056733","74","443  >  56494 [ACK] Seq=108076 Ack=33436 Win=8 Len=0"
"2831","22.063726","115","Application Data"
"2832","22.077911","183","Application Data"
"2833","22.079740","115","Application Data"
"2834","22.096333","74","443  >  56494 [ACK] Seq=108185 Ack=33518 Win=7 Len=0"
"2835","22.096333","163","Application Data"
"2836","22.096946","115","Application Data"
"2837","22.113844","115","Application Data"
"2838","22.116483","74","443  >  56494 [ACK] Seq=108274 Ack=33600 Win=8 Len=0"
"2839","22.130446","115","Application Data"
"2840","22.148107","148","Application Data"
"2841","22.148833","115","Application Data"
"2842","22.165266","115","Application Data"
"2843","22.166803","74","443  >  56494 [ACK] Seq=108348 Ack=33723 Win=8 Len=0"
"2844","22.182344","167","Application Data"
"2845","22.182818","115","Application Data"
"2846","22.198821","115","Application Data"
"2847","22.214155","115","Application Data"
"2848","22.215887","368","Application Data"
"2849","22.215887","74","443  >  56494 [ACK] Seq=108735 Ack=33846 Win=8 Len=0"
"2850","22.216079","74","56494  >  443 [ACK] Seq=33928 Ack=108735 Win=515 Len=0"
"2851","22.217576","105","Application Data"
"2852","22.227533","167","Application Data"
"2853","22.231702","115","Application Data"
"2854","22.250125","115","Application Data"
"2856","22.258786","74","443  >  56494 [ACK] Seq=108828 Ack=33928 Win=8 Len=0"
"2857","22.265121","115","Application Data"
"2858","22.266892","182","Application Data"
"2859","22.277354","74","443  >  56494 [ACK] Seq=108936 Ack=34000 Win=8 Len=0"
"2860","22.277354","138","Application Data"
"2861","22.277524","74","56494  >  443 [ACK] Seq=34082 Ack=109000 Win=514 Len=0"
"2862","22.281810","115","Application Data"
"2863","22.298644","115","Application Data"
"2864","22.306680","74","443  >  56494 [ACK] Seq=109000 Ack=34082 Win=8 Len=0"
"2865","22.306680","179","Application Data"
"2866","22.315994","115","Application Data"
"2867","22.331403","115","Application Data"
"2868","22.336772","74","443  >  56494 [ACK] Seq=109105 Ack=34164 Win=8 Len=0"
"2869","22.336772","144","Application Data"
"2870","22.347228","115","Application Data"
"2871","22.363118","115","Application Data"
"2872","22.367366","74","443  >  56494 [ACK] Seq=109175 Ack=34246 Win=8 Len=0"
"2873","22.381726","115","Application Data"
"2874","22.387151","148","Application Data"
"2875","22.387151","1188","Application Data"
"2876","22.387263","74","56494  >  443 [ACK] Seq=34369 Ack=110363 Win=515 Len=0"
"2877","22.397541","363","Application Data"
"2878","22.398374","115","Application Data"
"2879","22.413776","74","443  >  56494 [ACK] Seq=110652 Ack=34369 Win=8 Len=0"
"2880","22.415156","115","Application Data"
"2881","22.426966","144","Application Data"
"2882","22.431663","115","Application Data"
"2883","22.447569","115","Application Data"
"2884","22.456869","74","443  >  56494 [ACK] Seq=110722 Ack=34451 Win=8 Len=0"
"2885","22.456869","144","Application Data"
"2886","22.465178","115","Application Data"
"2888","22.483476","115","Application Data"
"2889","22.487095","74","443  >  56494 [ACK] Seq=110792 Ack=34533 Win=8 Len=0"
"2890","22.499517","115","Application Data"
"2891","22.506880","144","Application Data"
"2892","22.506880","138","Application Data"
"2893","22.507039","74","56494  >  443 [ACK] Seq=34656 Ack=110926 Win=513 Len=0"
"2894","22.515247","115","Application Data"
"2895","22.531891","115","Application Data"
"2896","22.537499","74","443  >  56494 [ACK] Seq=110926 Ack=34656 Win=8 Len=0"
"2897","22.537499","144","Application Data"
"2898","22.548411","115","Application Data"
"2899","22.559787","75","56317  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"2900","22.564553","115","Application Data"
"2901","22.567156","74","443  >  56494 [ACK] Seq=110996 Ack=34738 Win=8 Len=0"
"2902","22.583567","115","Application Data"
"2903","22.587709","177","Application Data"
"2904","22.587709","363","Application Data"
"2905","22.587934","74","56494  >  443 [ACK] Seq=34861 Ack=111388 Win=511 Len=0"
"2906","22.606409","86","443  >  56317 [ACK] Seq=1 Ack=2 Win=294 Len=0 SLE=1 SRE=2"
"2907","22.613412","115","Application Data"
"2908","22.621548","156","Application Data"
"2909","22.630286","115","Application Data"
"2910","22.647119","115","Application Data"
"2911","22.649875","74","443  >  56494 [ACK] Seq=111470 Ack=34902 Win=8 Len=0"
"2912","22.663077","144","Application Data"
"2913","22.663092","115","Application Data"
"2914","22.680742","115","Application Data"
"2915","22.696254","74","443  >  56494 [ACK] Seq=111540 Ack=34984 Win=8 Len=0"
"2916","22.697166","115","Application Data"
"2919","22.710709","178","Application Data"
"2923","22.712878","115","Application Data"
"2924","22.716902","99","Application Data"
"2925","22.730673","115","Application Data"
"2926","22.736711","74","443  >  56494 [ACK] Seq=111669 Ack=35107 Win=8 Len=0"
"2927","22.747637","179","Application Data"
"2928","22.747637","138","Application Data"
"2929","22.747773","74","56494  >  443 [ACK] Seq=35189 Ack=111838 Win=515 Len=0"
"2930","22.748063","115","Application Data"
"2931","22.763772","115","Application Data"
"2932","22.767337","74","443  >  56494 [ACK] Seq=111838 Ack=35189 Win=8 Len=0"
"2934","22.779781","115","Application Data"
"2935","22.786689","154","Application Data"
"2936","22.786689","363","Application Data"
"2937","22.786816","74","56494  >  443 [ACK] Seq=35312 Ack=112207 Win=513 Len=0"
"2938","22.797096","115","Application Data"
"2939","22.798116","74","[TCP Dup ACK 2936#1] 443  >  56494 [ACK] Seq=112207 Ack=35230 Win=8 Len=0"
"2940","22.814349","74","443  >  56494 [ACK] Seq=112207 Ack=35312 Win=8 Len=0"
"2941","22.816863","115","Application Data"
"2942","22.821804","129","Application Data"
"2943","22.847520","115","Application Data"
"2944","22.857214","74","443  >  56494 [ACK] Seq=112262 Ack=35394 Win=8 Len=0"
"2945","22.864152","115","Application Data"
"2946","22.871959","148","Application Data"
"2947","22.881123","115","Application Data"
"2948","22.898495","115","Application Data"
"2949","22.902179","152","Application Data"
"2950","22.915139","115","Application Data"
"2951","22.928427","74","443  >  56494 [ACK] Seq=112414 Ack=35517 Win=8 Len=0"
"2952","22.931036","115","Application Data"
"2953","22.947623","115","Application Data"
"2954","22.948339","148","Application Data"
"2955","22.964866","115","Application Data"
"2956","22.970326","74","443  >  56494 [ACK] Seq=112488 Ack=35640 Win=8 Len=0"
"2957","22.979976","115","Application Data"
"2958","22.985985","148","Application Data"
"2959","22.992165","405","Application Data"
"2960","22.992263","74","56494  >  443 [ACK] Seq=35763 Ack=112893 Win=511 Len=0"
"2961","22.999973","115","Application Data"
"2962","23.013969","115","Application Data"
"2963","23.015737","74","443  >  56494 [ACK] Seq=112893 Ack=35763 Win=8 Len=0"
"2964","23.026977","163","Application Data"
"2965","23.031069","115","Application Data"
"2966","23.047445","115","Application Data"
"2967","23.058697","74","443  >  56494 [ACK] Seq=112982 Ack=35845 Win=8 Len=0"
"2968","23.063209","115","Application Data"
"2969","23.073331","148","Application Data"
"2970","23.079994","115","Application Data"
"2971","23.086826","74","443  >  56494 [ACK] Seq=113056 Ack=35927 Win=8 Len=0"
"2972","23.099017","115","Application Data"
"2973","23.105239","148","Application Data"
"2974","23.114099","115","Application Data"
"2975","23.132387","115","Application Data"
"2976","23.147724","115","Application Data"
"2977","23.148289","164","Application Data"
"2978","23.148289","74","443  >  56494 [ACK] Seq=113220 Ack=36091 Win=8 Len=0"
"2979","23.148635","74","56494  >  443 [ACK] Seq=36173 Ack=113220 Win=515 Len=0"
"2980","23.164846","115","Application Data"
"2981","23.180598","74","443  >  56494 [ACK] Seq=113220 Ack=36173 Win=8 Len=0"
"2982","23.181206","115","Application Data"
"2983","23.187334","129","Application Data"
"2984","23.188821","363","Application Data"
"2985","23.188878","74","56494  >  443 [ACK] Seq=36255 Ack=113564 Win=513 Len=0"
"2986","23.200528","115","Application Data"
"2987","23.215824","74","443  >  56494 [ACK] Seq=113564 Ack=36255 Win=8 Len=0"
"2988","23.217147","115","Application Data"
"2989","23.222870","129","Application Data"
"2990","23.233050","138","Application Data"
"2991","23.233155","74","56494  >  443 [ACK] Seq=36337 Ack=113683 Win=513 Len=0"
"2992","23.233261","115","Application Data"
"2993","23.258110","74","443  >  56494 [ACK] Seq=113683 Ack=36337 Win=8 Len=0"
"2994","23.265583","115","Application Data"
"2995","23.269214","129","Application Data"
"2996","23.285614","115","Application Data"
"2997","23.302551","129","Application Data"
"2998","23.316148","115","Application Data"
"2999","23.331918","115","Application Data"
"3000","23.333090","74","443  >  56494 [ACK] Seq=113793 Ack=36460 Win=8 Len=0"
"3001","23.342683","129","Application Data"
"3002","23.349583","115","Application Data"
